Re,Fin_eff,Flagella_eff
1e-06,0.02,1.1999996329173275
1.059406557118852e-06,0.02,1.1999996091813232
1.1223422532664174e-06,0.02,1.1999995839105213
1.18901674244199e-06,0.02,1.1999995570056796
1.2596521334671388e-06,0.02,1.1999995283611393
1.3344837298838383e-06,0.02,1.1999994978644097
1.4137608138073613e-06,0.02,1.1999994653957262
1.4977474763452002e-06,0.02,1.19999943082758
1.5867234973483177e-06,0.02,1.199999394024218
1.6809852774253655e-06,0.02,1.199999354841108
1.7808468253246812e-06,0.02,1.1999993131243734
1.8866408039732582e-06,0.02,1.199999268710187
1.9987196386572526e-06,0.02,1.1999992214241293
2.117456691035712e-06,0.02,1.1999991710805014
2.2432475028984204e-06,0.02,1.1999991174815978
2.376511113811073e-06,0.02,1.1999990604169295
2.517691457037277e-06,0.02,1.199998999662396
2.667258838387408e-06,0.02,1.1999989349794076
2.8257115029208268e-06,0.02,1.199998866113946
2.9935772947204905e-06,0.02,1.1999987927955686
3.1714154152689956e-06,0.02,1.1999987147363456
3.359818286283781e-06,0.02,1.1999986316297295
3.5594135232168622e-06,0.02,1.199998543149351
3.7708660259934516e-06,0.02,1.1999984489477382
3.99488019395417e-06,0.02,1.1999983486549508
4.23220227237928e-06,0.02,1.1999982418771282
4.483622838411906e-06,0.02,1.1999981281949426
4.7499794346614124e-06,0.02,1.1999980071619523
5.032159359259999e-06,0.02,1.1999978783028484
5.331102621667033e-06,0.02,1.1999977411115887
5.647805074067558e-06,0.02,1.1999975950494097
5.983321728796282e-06,0.02,1.1999974395427115
6.338770272838487e-06,0.02,1.1999972739808058
6.715334791115149e-06,0.02,1.199997097713516
7.114269710955731e-06,0.02,1.1999969100486256
7.536903980898542e-06,0.02,1.1999967102491598
7.984645497739079e-06,0.02,1.1999964975304906
8.4589857965743e-06,0.02,1.1999962710572565
8.96150501946605e-06,0.02,1.1999960299400818
9.49387717927582e-06,0.02,1.1999957732320838
1.0057875736205836e-05,0.02,1.199995499925155
1.0655379505623064e-05,0.02,1.1999952089460046
1.1288378916846883e-05,0.02,1.1999948991519438
1.1958982643749793e-05,0.02,1.199994569326398
1.2669424629259076e-05,0.02,1.1999942181741308
1.342207152716012e-05,0.02,1.1999938443161564
1.4219430585991676e-05,0.02,1.199993446284327
1.5064158001295942e-05,0.02,1.1999930225155657
1.595906776404731e-05,0.02,1.19999257134573
1.6907141034735783e-05,0.02,1.1999920910030768
1.7911536074332303e-05,0.02,1.199991579601306
1.8975598765218505e-05,0.02,1.199991035132154
2.0102873757128836e-05,0.02,1.1999904554575078
2.129711627523478e-05,0.02,1.1999898383010095
2.256230462970635e-05,0.02,1.199989181239119
2.3902653468423893e-05,0.02,1.1999884816915984
2.5322627816987948e-05,0.02,1.199987736911381
2.6826957952797274e-05,0.02,1.1999869439737851
2.842065516274511e-05,0.02,1.1999860997650313
3.0109028437025927e-05,0.02,1.199985200970019
3.1897702154663246e-05,0.02,1.1999842440593078
3.379263481967431e-05,0.02,1.1999832252752636
3.5800138910285804e-05,0.02,1.1999821406173055
3.792690190732254e-05,0.02,1.1999809858261998
4.018000857182091e-05,0.02,1.1999797563673396
4.256696454607867e-05,0.02,1.1999784474129433
4.509572135676145e-05,0.02,1.199977053823103
4.777470290335773e-05,0.02,1.199975570125606
5.061283352022214e-05,0.02,1.199973990494457
5.361956770568817e-05,0.02,1.1999723087270082
5.6804921617284286e-05,0.02,1.1999705182196116
6.017950643797328e-05,0.02,1.1999686119417026
6.375456372456506e-05,0.02,1.199966582408202
6.754200285605594e-05,0.02,1.1999644216501426
7.155444070664575e-05,0.02,1.1999621211833922
7.580524367559261e-05,0.02,1.1999596719753587
8.030857221391521e-05,0.02,1.1999570644095434
8.507942799627444e-05,0.02,1.1999542882478074
9.013370389517438e-05,0.02,1.1999513325901956
9.548823692395676e-05,0.02,1.1999481858321714
0.00010116086432495808,0.02,1.199944835619086
0.00010717048298967104,0.02,1.1999412687977091
0.00011353711240885178,0.02,1.1999374713646302
0.00012028196136227776,0.02,1.1999334284113268
0.00012742749857031334,0.02,1.1999291240656893
0.00013499752754264296,0.02,1.1999245414297692
0.00014301726587350879,0.02,1.1999196625135078
0.0001515134292476053,0.02,1.199914468164195
0.00016051432043647616,0.02,1.1999089379913654
0.0001700499235818792,0.02,1.1999030502868615
0.0001801520040802024,0.02,1.1998967819397284
0.0001908542144006686,0.02,1.1998901083456273
0.00020219220618983535,0.02,1.1998830033104055
0.00021420374903583831,0.02,1.199875438947446
0.0002269288562880081,0.02,1.199867385568403
0.00024040991835099718,0.02,1.199858811566894
0.000254691843897454,0.02,1.1998496832946972
0.0002698222094696536,0.02,1.1998399649299711
0.0002858514179684471,0.02,1.1998296183369914
0.00030283286655749455,0.02,1.19981860291685
0.0003208231245421078,0.02,1.1998068754485458
0.0003398821218152667,0.02,1.199794389919849
0.000360073348498562,0.02,1.1997810973472833
0.0003814640664431178,0.02,1.1997669455845281
0.00040412553329506005,0.02,1.1997518791185051
0.0004281332398719391,0.02,1.1997358388523587
0.0004535671616408702,0.02,1.199718761874492
0.0004805120251361242,0.02,1.1997005812127757
0.0005090575902036681,0.02,1.1996812255729732
0.000539298949012887,0.02,1.199660619060391
0.000571336842831558,0.02,1.1996386808836739
0.0006052779976193349,0.02,1.1996153250396209
0.0006412354795576917,0.02,1.199590459977809
0.0006793290717006695,0.02,1.1995639882437525
0.0007196856730011514,0.02,1.199535806099229
0.0007624397210419138,0.02,1.1995058031183403
0.0008077336398796711,0.02,1.1994738617577665
0.0008557183144940002,0.02,1.1994398568995899
0.0009065535934216359,0.02,1.199403655364966
0.0009604088212505379,0.02,1.1993651153968055
0.0010174634027476062,0.02,1.1993240861095267
0.0010779074004992725,0.02,1.1992804069038199
0.0011419421680558648,0.02,1.1992339068442375
0.0012097810206889014,0.02,1.1991844039972948
0.0012816499459957584,0.02,1.1991317047276329
0.0013577883567189276,0.02,1.1990756029496386
0.0014384498882876629,0.02,1.1990158793317784
0.0015239032437388289,0.02,1.1989523004507288
0.001614433088831602,0.02,1.1988846178922252
0.0017103410003378396,0.02,1.1988125672953716
0.0018119464706671223,0.02,1.1987358673369655
0.001919587972173111,0.02,1.1986542186522031
0.0020336240846866725,0.02,1.1985673026879176
0.002154434690031882,0.02,1.1984747804843023
0.0022824222375040976,0.02,1.1983762913808371
0.0024180130845257207,0.02,1.1982714516419133
0.002561658916945727,0.02,1.1981598529974145
0.002713838253714277,0.02,1.1980410610932497
0.0028750580409448775,0.02,1.197914613846598
0.003045855340674284,0.02,1.1977800197003408
0.0032267991199458083,0.02,1.1976367557708982
0.0034184921461759272,0.02,1.1974842658833995
0.0036215729951180747,0.02,1.1973219584878396
0.003836718178112645,0.02,1.19714920444958
0.0040646443957096275,0.02,1.1969653347072604
0.004306110925171169,0.02,1.1967696377909023
0.0045619221498074585,0.02,1.1965613571926788
0.004832930238571752,0.02,1.1963396885825528
0.005120037984840887,0.02,1.1961037768606908
0.005424201813838024,0.02,1.1958527130382959
0.005746434968715974,0.02,1.1955855309382377
0.0060878108859147625,0.02,1.1953012037066262
0.00644946677103762,0.02,1.1949986401262542
0.006832607387157398,0.02,1.1946766807226563
0.007238509068173248,0.02,1.194334093653378
0.00766852397058701,0.02,1.193969570370961
0.008124084577862966,0.02,1.1935817210500952
0.008606708472376158,0.02,1.1931690697694248
0.009118003390845682,0.02,1.1927300494385904
0.009659672580093832,0.02,1.1922629964612927
0.010233520470972575,0.02,1.1917661451254682
0.01084145868935835,0.02,1.1912376217121055
0.01148551242423937,0.02,1.1906754383148053
0.01216782717410923,0.02,1.1900774863629533
0.012890675894140243,0.02,1.189441529842306
0.013656466567946095,0.02,1.1887651982079728
0.01446775022915648,0.02,1.1880459789861932
0.015327229459526118,0.02,1.1872812100630228
0.01623776739188721,0.02,1.186468071660071
0.017202397247935992,0.02,1.1856035779998462
0.018224332442626646,0.02,1.1846845686660563
0.019306977288832496,0.02,1.1837076996675067
0.020453938337933904,0.02,1.182669434217995
0.02166903639411181,0.02,1.1815660332489666
0.022956319242369096,0.02,1.1803935456766612
0.02432007513267945,0.02,1.1791477984511478
0.025764847065183744,0.02,1.1778243864210711
0.027295447924020073,0.02,1.1764186620551673
0.028916976510202964,0.02,1.174925725069765
0.030634834526960843,0.02,1.1733404120205804
0.03245474457411326,0.02,1.1716572859272734
0.03438276921143307,0.02,1.1698706260104723
0.03642533115449638,0.02,1.167974417633396
0.03858923467029899,0.02,1.1659623425538406
0.040881688243912896,0.02,1.1638277696072021
0.04331032859169001,0.02,1.1615637459574104
0.0458832461010084,0.02,1.1591629890701516
0.048609011781306305,0.02,1.1566178795815711
0.05149670581618343,0.02,1.1539204552556754
0.05455594781168514,0.02,1.1510624062448727
0.05779692884153313,0.02,1.148035071890332
0.061230445396051776,0.02,1.14482943932192
0.06486793534788508,0.02,1.1414361441411573
0.06872151605431122,0.02,1.1378454734946009
0.07280402472308561,0.02,1.1340473718688506
0.07712906117627992,0.02,1.1300314499615576
0.08171103315457187,0.02,1.1257869970046956
0.08656520431290936,0.02,1.121302996936246
0.0917077450674293,0.020959418818263714,1.1165681488334789
0.09715578646301848,0.022284479031061327,1.1115708920341623
0.10292747724096078,0.023691282792409365,1.1062994363801963
0.10904204429677526,0.025184609465210638,1.1007417980200676
0.1155198567296478,0.026769483706635913,1.094885841200715
0.12238249369681924,0.02845118357600501,1.0887193264644441
0.12965281629896688,0.03023524827809711,1.082229965640732
0.13735504373605123,0.03212748542712602,1.0754054839844993
0.14551483398731938,0.03413397770197025,1.0682336897599953
0.15415936928422702,0.036261088747527474,1.0607025515011754
0.16331744666101666,0.03851546816031014,1.052800283093821
0.17301957388458944,0.0409040553786758,1.0445154367203529
0.18329807108324336,0.043434082279517,1.0358370035842346
0.19418717841282548,0.046113074263964264,1.0267545221865104
0.2057231701189553,0.04894884959490219,1.0172581937622869
0.21794447537529835,0.051949516729138015,1.007339004300459
0.23089180630041925,0.05512346936723092,0.9969888523672321
0.24460829357967956,0.05847937892473396,0.9862006817353
0.25913963014396574,0.06202618411042113,0.9749686175895091
0.27453422338387146,0.06577307728059804,0.963288104841016
0.2908433564064045,0.0697294872245517,0.9511560468412316
0.30812135887140024,0.07390505802541104,0.9385709425513151
0.3264257879767324,0.07830962363412315,0.925533020000807
0.3458176201952377,0.08295317779297075,0.9120443636693886
0.36636145440207163,0.0878458389502249,0.8981090332587329
0.3881257270691532,0.09299780982042365,0.8837331711973123
0.4111829402435829,0.0984193312667461,0.8689250961503253
0.4356099030694608,0.10412063021438615,0.8536953797995676
0.4614879876576934,0.11011186134816546,0.8380569042229183
0.48890340015614425,0.11640304240519844,0.822024897347493
0.5179474679231202,0.1230039829455288,0.8056169441792764
0.5487169437608599,0.1299242065713969,0.7888529718273029
0.5813143282224713,0.13717286666998801,0.7717552067408817
0.6158482110660255,0.14475865587567774,0.754348103058808
0.6524336329932622,0.15268970958590627,0.7366582415208975
0.6911924688779366,0.16097350401935182,0.7187141990014428
0.7322538337604526,0.1696167494747782,0.7005463893744172
0.7757545129612413,0.17862527963173533,0.6821868770914966
0.8218394177456806,0.18800393792725992,0.6636691655236262
0.8706620680585118,0.19775646224194446,0.6450279627609224
0.9223851039358476,0.20788536932925894,0.6262989281598937
0.9771808272983888,0.21839184061790687,0.6075184034478044
1.0352317759307377,0.2292756112013973,0.5887231326202916
1.0967313315588179,0.24053486399416776,0.5699499751823571
1.1618843640510992,0.2521661311712301,0.5512356174711021
1.2309079138896017,0.2641642051096872,0.5326162868531006
1.3040319151841289,0.27652206110693417,0.5141274735076744
1.381499961638321,0.2892307941536611,0.49580366429305417
1.4635701180190799,0.30227957198250893,0.4776780928547891
1.5505157798326221,0.31565560648951546,0.4597825096889635
1.6426265840709304,0.32934414543125007,0.44214697533551073
1.7402093740624849,0.343328486034215,0.4247996792708357
1.843589221641486,0.3575900118159655,0.40776678641778713
1.953110510040631,0.3721082535138388,0.391072312519184
2.06913808111479,0.3868609745549939,0.3747380289523282
2.1920584507173233,0.4018242809917047,0.3587833969183604
2.3222810962777247,0.4169727552826656,0.3432255303414242
2.4602398208697727,0.4322796127413231,0.3280791862744731
2.606394198314347,0.4477168789147996,0.313356781143489
2.761231104130753,0.463255585621812,0.29906843077824447
2.925266337436642,0.4788659828854764,0.2852220118797525
3.0990463391994267,0.4945177635663734,0.27182324236295075
3.2831500125630404,0.5101802971503503,0.2588757778851783
3.4781906513141267,0.5258228688889136,0.24638132182120195
3.6848179829116767,0.5414149203385876,0.2343397459663547
3.9037203328860843,0.5569262873058884,0.2227492193315211
4.135626917817706,0.5723274312782113,0.21160634252723548
4.3813102745333055,0.5875896606048328,0.20090628540853755
4.641588833612772,0.6026853379784913,0.1906429258570984
4.917329645779016,0.6175880711444656,0.18080898780269605
5.209451270253211,0.6322728842151266,0.1713961768233141
5.518926834697374,0.6467163674753789,0.16239531190398518
5.846787276937589,0.6608968041083565,0.15379645217219898
6.1941247792667475,0.6747942728309625,0.145589017656606
6.562096406767554,0.6883907259855296,0.1377619033314613
6.951927961775605,0.701670043168662,0.13030358590855262
7.364918067322957,0.7146180609751931,0.12320222301896694
7.802442493165045,0.727222579880793,0.116445744587751
8.265958738801796,0.7394733496710393,0.11002193634479475
8.7570108887605,0.7513620351409983,0.10391851553528489
9.27723475631406,0.7628821640340167,0.09812319899357382
9.82836333277001,0.7740290593612502,0.0926237638263313
10.412232560483044,0.7847997583467007,0.08740810101582544
11.030787448822151,0.7951929202809233,0.0824642623036468
11.686088553466497,0.8052087255465106,0.07778050075081845
12.380318840613969,0.8148487680076113,0.07334530539372738
13.115790958968502,0.8241159428425598,0.06914743042832486
13.89495494373136,0.8330143317519272,0.06517591935916882
14.720406378260014,0.8415490873024941,0.06142012454663422
15.5948950405828,0.8497263179790407,0.057869722576359015
16.521334063573686,0.8575529753178852,0.05451472586096988
17.502809639301013,0.8650367442953787,0.05134549086646678
18.542591299878506,0.8721859379467725,0.05
19.644142809066267,0.8790093970005703,0.05
20.811133700903905,0.8855163951343409,0.05
22.047451503814724,0.8917165502926393,0.05
23.357214690901213,0.8976197423579737,0.05
24.744786399573478,0.9032360373326885,0.05
26.214788966213533,0.9085756180735968,0.05
27.772119324293552,0.9136487215219945,0.05
29.42196531724371,0.9184655822887583,0.05
31.169822980411436,0.9230363823865898,0.05
33.02151484968176,0.9273712068480191,0.05
34.983209357750326,0.9314800049271565,0.05
37.06144138266228,0.9353725565540337,0.05
39.26313401706832,0.9390584436912632,0.05
41.595621630718426,0.9425470262323122,0.05
44.06667430301786,0.9458474220775733,0.05
46.68452370703785,0.9489684910274064,0.05
49.457890531206395,0.9519188221392604,0.05
52.39601353002634,0.9547067242078381,0.05
55.508680300597995,0.957340219042131,0.05
58.80625988746757,0.9598270372301951,0.05
62.299737324418345,0.9621746161011127,0.05
66.00075022827089,0.9643900996130575,0.05
69.92162756659374,0.9664803399162939,0.05
74.07543072847155,0.9684519003598727,0.05
78.47599703514607,0.9703110597304195,0.05
83.13798583547334,0.9720638175304924,0.05
88.07692733975452,0.9737159001223151,0.05
93.30927435461663,0.9752727675801347,0.05
98.8524570912826,0.9767396211108956,0.05
104.72494122981476,0.9781214109183365,0.05
110.94628943275195,0.9794228443999159,0.05
117.53722651306367,0.9806483945792208,0.05
124.51970847350319,0.981802308688652,0.05
131.91699564735688,0.982888616828299,0.05
139.75373018422925,0.9839111406370068,0.05
148.05601813899102,0.9848735019207849,0.05
156.85151643735446,0.9857791311919363,0.05
166.16952500776839,0.9866312760796697,0.05
176.04108438655527,0.9874330095795516,0.05
186.49907912142942,0.9881872381150152,0.05
197.57834731786954,0.9888967093893333,0.05
209.31579669325737,0.9895640200110302,0.05
221.75052752539295,0.9901916228797225,0.05
234.92396290496532,0.9907818343228783,0.05
248.87998672586673,0.9913368409770178,0.05
263.6650898730355,0.9918587064095177,0.05
279.3285250948247,0.9923493774794182,0.05
295.9224710757957,0.9928106904375673,0.05
313.5022062565112,0.9932443767680532,0.05
332.1262929793741,0.9936520687742437,0.05
351.85677257392666,0.9940353049138768,0.05
372.7593720314938,0.9943955348885812,0.05
394.90372295766934,0.9947341244939417,0.05
418.36359353200237,0.9950523602368229,0.05
443.21713424760856,0.9953514537271125,0.05
469.5471382493421,0.9956325458513833,0.05
497.44131713774414,0.9958967107362009,0.05
526.9925931575657,0.9961449595089518,0.05
558.2994087441914,0.9963782438641361,0.05
591.4660544591734,0.9965974594430717,0.05
626.6030164072656,0.99680344903491,0.05
663.8273442923074,0.9969970056067724,0.05
703.2630413380629,0.9971788751706833,0.05
745.0414773728917,0.9973497594948172,0.05
789.3018264543567,0.9975103186663953,0.05
836.19153049163,0.9976611735133567,0.05
885.8667904100832,0.9978029078917184,0.05
938.4930864942721,0.9979360708453044,0.05
994.2457296427398,0.9980611786442898,0.05
1053.3104453709338,0.9981787167087626,0.05
1115.883992507748,0.9982891414232629,0.05
1182.1748186466698,0.9983928818480148,0.05
1252.4037545350693,0.9984903413323263,0.05
1326.8047497147245,0.9985818990353855,0.05
1405.6256518642135,0.9986679113594558,0.05
1489.1290324394056,0.998748713300231,0.05
1577.5930613623614,0.9988246197188952,0.05
1671.312433672486,0.9988959265402072,0.05
1770.5993512268944,0.9989629118807197,0.05
1875.7845627201611,0.9990258371110387,0.05
1987.2184654880534,0.9990849478558291,0.05
2105.272272765703,0.9991404749350835,0.05
2230.3392502884985,0.9991926352499874,0.05
2362.8360263551754,0.9992416326165398,0.05
2503.20397971732,0.9992876585499213,0.05
2651.9107099185408,0.9993308930024366,0.05
2809.4515949814063,0.9993715050577113,0.05
2976.3514416313133,0.9994096535836756,0.05
3153.166233554355,0.9994454878467229,0.05
3340.4849835132445,0.9994791480893057,0.05
3538.9316954909846,0.9995107660731056,0.05
3749.167443398878,0.9995404655897856,0.05
3971.8925732733023,0.9995683629412315,0.05
4207.849036297398,0.9995945673910744,0.05
4457.8228604196975,0.999619181589184,0.05
4722.646768802954,0.999642301970731,0.05
5003.202953825999,0.9996640191313201,0.05
5300.426015879662,0.9996844181796114,0.05
5615.306076746278,0.9997035790687646,0.05
5948.892077934331,0.999721576907967,0.05
6302.295274956011,0.9997384822552252,0.05
6676.692939187543,0.9997543613925416,0.05
7073.332279644439,0.9997692765845214,0.05
7493.534597735741,0.9997832863214041,0.05
7938.699688838207,0.9997964455474458,0.05
8410.310505352605,0.9998088058755326,0.05
8909.938096776097,0.9998204157888462,0.05
9439.246843247643,0.9998313208303603,0.05
10000.0,0.9998415637808975,0.05
